实验编号,实验日期,实验员,关联项目,目标产品,实验类型,多元醇类型,多元醇用量(份),异氰酸酯类型,NCO/OH摩尔比R,扩链剂类型,扩链剂用量(份),催化剂种类,催化剂用量(%),抗水解剂用量(%),亲水扩链剂DMPA用量(%),溶剂体系,目标固含量(%),预聚温度(℃),预聚时间(h),扩链温度(℃),搅拌转速(rpm),实测NCO%,实测固含量(%),实测粘度(mPa·s),外观,结论,是否达标,备注
EXP-2025-0590,2025-09-21,陈立,—,HD-T504,放大确认,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.067,EG,7.0,DBTDL(二月桂酸二丁基锡),0.077,0.5,,无(熔融法),100.0,81,2.6,,80,,99.9,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0591,2025-02-26,朱军,—,HD-T504,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.079,BDO,7.1,DBTDL(二月桂酸二丁基锡),0.036,1.0,,无(熔融法),100.0,87,2.4,,100,,100.4,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0592,2026-04-07,郭燕,—,HD-T504,工艺优化,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.058,BDO,6.8,DBTDL(二月桂酸二丁基锡),0.022,0,,无(熔融法),100.0,94,2.7,,100,,99.5,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0593,2026-07-06,陈立,—,HD-T504,对比验证,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.035,EG,3.7,SnOct(辛酸亚锡),0.049,1.0,,无(熔融法),100.0,85,3.3,,120,,99.8,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0594,2025-07-12,郭燕,—,HD-T504,DOE,"聚己二酸-1,4-丁二醇酯二醇(PBA-2000)",100,MDI,1.112,BDO,9.4,DBTDL(二月桂酸二丁基锡),0.018,1.0,,无(熔融法),100.0,95,3.0,,80,,99.4,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0595,2025-03-28,朱军,—,HD-T504,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.066,BDO,7.7,SnOct(辛酸亚锡),0.057,0.5,,无(熔融法),100.0,92,3.3,,120,,100.4,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2024-0596,2024-10-21,陈立,—,HD-T504,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.062,BDO,6.9,DBTDL(二月桂酸二丁基锡),0.033,0.5,,无(熔融法),100.0,88,2.9,,120,,98.9,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0597,2025-03-30,李强,RD-2024-007,HD-T505,DOE,聚碳酸酯二醇(PCDL-2000),100,MDI,1.102,HDO,12.1,DBTDL(二月桂酸二丁基锡),0.013,0.5,,无(熔融法),100.0,95,2.0,,60,,100.4,,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2024-0598,2024-12-29,何斌,RD-2024-007,HD-T505,工艺优化,"聚己二酸-1,4-丁二醇酯二醇(PBA-2000)",100,IPDI,1.036,EG,3.0,SnOct(辛酸亚锡),0.012,1.0,,无(熔融法),100.0,93,2.6,,60,,100.2,,微黄透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2025-0599,2025-02-15,周涛,RD-2024-007,HD-T505,对比验证,聚己内酯二醇(PCL-2000),100,MDI,1.054,BDO,4.9,SnOct(辛酸亚锡),0.037,0,,无(熔融法),100.0,90,2.6,,80,,100.0,,微黄透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2025-0600,2025-10-16,孙丽,RD-2024-007,HD-T505,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.093,HDO,8.1,SnOct(辛酸亚锡),0.035,0,,无(熔融法),100.0,84,1.7,,100,,99.8,,无色透明,粘度异常，复测并排查水分,部分达标,
EXP-2025-0601,2025-12-08,周涛,RD-2024-007,HD-T505,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.025,BDO,2.7,SnOct(辛酸亚锡),0.049,0,,无(熔融法),100.0,89,2.5,,60,,100.5,,微浊,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2025-0602,2025-09-03,陈立,RD-2024-007,HD-T505,放大确认,聚己内酯二醇(PCL-2000),100,MDI,1.109,BDO,12.0,SnOct(辛酸亚锡),0.038,1.0,,无(熔融法),100.0,83,2.7,,60,,99.7,,无色透明,粘度异常，复测并排查水分,未达标,
EXP-2025-0603,2025-04-02,吴静,RD-2024-007,HD-T505,放大确认,聚己内酯二醇(PCL-2000),100,MDI,1.023,BDO,2.7,DBTDL(二月桂酸二丁基锡),0.019,0,,无(熔融法),100.0,82,1.7,,80,,99.9,,无色透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2024-0604,2024-10-07,王芳,RD-2024-007,HD-T505,放大确认,聚己内酯二醇(PCL-2000),100,MDI,1.037,BDO,3.1,DBTDL(二月桂酸二丁基锡),0.078,1.0,,无(熔融法),100.0,93,2.2,,100,,99.1,,无色透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2024-0605,2024-11-09,郭燕,RD-2024-007,HD-T505,工艺优化,聚己内酯二醇(PCL-2000),100,MDI,1.112,HDO,11.2,TEDA(三乙烯二胺),0.044,0,,无(熔融法),100.0,94,2.6,,80,,100.2,,无色透明,粘度异常，复测并排查水分,未达标,
EXP-2024-0606,2024-12-19,郭燕,RD-2024-007,HD-T505,对比验证,"聚己二酸-1,4-丁二醇酯二醇(PBA-2000)",100,MDI,1.034,BDO,3.6,TEDA(三乙烯二胺),0.034,0,,无(熔融法),100.0,87,1.9,,100,,100.1,,微黄透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2025-0607,2025-04-25,何斌,RD-2024-007,HD-T505,DOE,聚己内酯二醇(PCL-2000),100,MDI,1.118,EG,13.4,DBTDL(二月桂酸二丁基锡),0.064,1.5,,无(熔融法),100.0,93,1.8,,80,,100.6,,微黄透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2025-0608,2025-06-12,陈立,RD-2024-007,HD-T505,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.102,BDO,9.4,TEDA(三乙烯二胺),0.011,0.5,,无(熔融法),100.0,84,2.3,,80,,99.3,,微黄透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2024-0609,2024-10-01,郭燕,RD-2024-007,HD-T505,DOE,聚己内酯二醇(PCL-2000),100,MDI,1.078,BDO,7.6,DBTDL(二月桂酸二丁基锡),0.03,0,,无(熔融法),100.0,85,2.9,,80,,99.4,,无色透明,粘度异常，复测并排查水分,未达标,
EXP-2025-0610,2025-04-28,孙丽,RD-2024-007,HD-T505,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.049,EG,4.9,SnOct(辛酸亚锡),0.046,1.5,,无(熔融法),100.0,82,1.7,,120,,100.8,,无色透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2026-0611,2026-08-18,陈立,RD-2024-007,HD-T505,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.111,EG,9.1,SnOct(辛酸亚锡),0.026,0.5,,无(熔融法),100.0,84,3.1,,120,,100.3,,微黄透明,粘度异常，复测并排查水分,未达标,
EXP-2025-0612,2025-08-14,周涛,RD-2024-007,HD-T505,对比验证,聚己内酯二醇(PCL-2000),100,MDI,1.046,EG,5.5,SnOct(辛酸亚锡),0.08,0,,无(熔融法),100.0,94,3.4,,60,,99.6,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0613,2025-12-01,郭燕,RD-2024-007,HD-T505,配方筛选,聚己内酯二醇(PCL-2000),100,TDI-80,1.069,EG,8.2,DBTDL(二月桂酸二丁基锡),0.065,1.0,,无(熔融法),100.0,94,2.4,,100,,100.4,,无色透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2026-0614,2026-03-03,赵敏,RD-2024-007,HD-T505,工艺优化,聚己内酯二醇(PCL-2000),100,MDI,1.074,EG,8.2,SnOct(辛酸亚锡),0.026,1.5,,无(熔融法),100.0,94,1.9,,60,,99.5,,微黄透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2026-0615,2026-04-15,赵敏,RD-2025-002,HD-T506,配方筛选,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.09,BDO,8.1,TEDA(三乙烯二胺),0.075,0.5,,无(熔融法),100.0,81,2.9,,60,,100.3,,微浊,配方满足目标窗口，建议放大,达标,
EXP-2026-0616,2026-02-27,周涛,RD-2025-002,HD-T506,对比验证,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.079,HDO,6.5,DBTDL(二月桂酸二丁基锡),0.035,0,,无(熔融法),100.0,92,1.7,,60,,99.6,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2024-0617,2024-10-05,朱军,RD-2025-002,HD-T506,对比验证,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.034,EG,3.3,DBTDL(二月桂酸二丁基锡),0.051,0,,无(熔融法),100.0,94,2.3,,80,,100.8,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0618,2026-07-23,李强,RD-2025-002,HD-T506,工艺优化,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.117,HDO,11.7,SnOct(辛酸亚锡),0.019,0.5,,无(熔融法),100.0,80,3.4,,80,,100.6,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0619,2025-05-30,孙丽,RD-2025-002,HD-T506,对比验证,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.096,BDO,10.4,DBTDL(二月桂酸二丁基锡),0.014,0.5,,无(熔融法),100.0,81,2.2,,120,,100.2,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0620,2025-02-19,王芳,RD-2025-002,HD-T506,DOE,聚四氢呋喃醚二醇(PTMEG-2000),100,H12MDI,1.044,BDO,4.4,DBTDL(二月桂酸二丁基锡),0.056,0,,无(熔融法),100.0,94,1.7,,80,,99.7,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0621,2026-08-20,吴静,RD-2025-002,HD-T506,配方筛选,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.101,EG,8.9,SnOct(辛酸亚锡),0.046,1.5,,无(熔融法),100.0,95,3.3,,60,,99.6,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0622,2025-09-19,赵敏,RD-2025-002,HD-T506,DOE,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.116,BDO,11.1,SnOct(辛酸亚锡),0.026,0,,无(熔融法),100.0,89,2.2,,80,,99.0,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0623,2025-01-22,周涛,RD-2025-002,HD-T506,DOE,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.088,BDO,10.6,SnOct(辛酸亚锡),0.018,0.5,,无(熔融法),100.0,89,2.2,,100,,100.9,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0624,2025-06-22,何斌,RD-2025-002,HD-T506,配方筛选,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.066,BDO,6.1,DBTDL(二月桂酸二丁基锡),0.049,0.5,,无(熔融法),100.0,82,2.1,,80,,99.6,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0625,2025-09-15,何斌,RD-2025-002,HD-T506,配方筛选,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.029,BDO,2.6,DBTDL(二月桂酸二丁基锡),0.033,0,,无(熔融法),100.0,95,1.9,,120,,99.6,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0626,2026-07-02,何斌,RD-2025-002,HD-T506,对比验证,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.057,EG,5.1,TEDA(三乙烯二胺),0.069,0,,无(熔融法),100.0,92,1.9,,100,,100.7,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0627,2025-01-06,赵敏,RD-2025-002,HD-T506,DOE,聚碳酸酯二醇(PCDL-2000),100,TDI-80,1.025,BDO,3.0,SnOct(辛酸亚锡),0.068,1.5,,无(熔融法),100.0,84,1.5,,60,,100.6,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0628,2026-03-12,王芳,RD-2025-002,HD-T506,配方筛选,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.042,EG,4.4,TEDA(三乙烯二胺),0.038,1.5,,无(熔融法),100.0,81,2.7,,100,,99.4,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0629,2025-11-24,吴静,RD-2025-002,HD-T506,配方筛选,聚丙二醇(PPG-2000),100,H12MDI,1.037,HDO,3.3,SnOct(辛酸亚锡),0.069,0,,无(熔融法),100.0,93,3.2,,120,,100.5,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2024-0630,2024-10-31,王芳,RD-2025-002,HD-T506,工艺优化,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.052,EG,4.5,TEDA(三乙烯二胺),0.016,1.0,,无(熔融法),100.0,83,2.3,,120,,100.2,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0631,2025-03-13,王芳,RD-2025-002,HD-T506,工艺优化,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.064,BDO,5.5,TEDA(三乙烯二胺),0.035,1.0,,无(熔融法),100.0,87,3.1,,100,,100.0,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0632,2026-04-06,赵敏,RD-2025-002,HD-T506,DOE,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.095,BDO,9.1,SnOct(辛酸亚锡),0.066,1.5,,无(熔融法),100.0,94,2.4,,60,,99.2,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0633,2025-03-15,李强,RD-2025-002,HD-T506,放大确认,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.031,HDO,2.8,TEDA(三乙烯二胺),0.071,0,,无(熔融法),100.0,93,3.4,,120,,100.3,,微浊,配方满足目标窗口，建议放大,达标,
EXP-2025-0634,2025-08-05,何斌,RD-2025-002,HD-T506,配方筛选,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.106,BDO,12.3,DBTDL(二月桂酸二丁基锡),0.053,0,,无(熔融法),100.0,82,1.8,,120,,100.6,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0635,2025-08-19,吴静,RD-2025-002,HD-T506,工艺优化,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.072,BDO,7.1,SnOct(辛酸亚锡),0.021,0,,无(熔融法),100.0,91,3.2,,100,,100.0,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2024-0636,2024-12-02,吴静,RD-2025-002,HD-T506,配方筛选,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.022,BDO,2.4,SnOct(辛酸亚锡),0.01,1.0,,无(熔融法),100.0,92,1.5,,80,,99.6,,无色透明,配方满足目标窗口，建议放大,达标,
